checksum1,checksum2,join_count,join_threads,join_throughput,join_time,max_key,nr,ns,partition_threads,partition_throughput,partition_time,time_sec,total_throughput
6185417096973469475,16931092769743058723,2499986166,1,49810716.352110,2.007600,1000000,50000000,50000000,1,51120858.945368,1.956149,3.965869,25215153.294801
6185417096973469475,16931092769743058723,2499986166,1,44075349.342873,2.268842,1000000,50000000,50000000,1,51142582.333783,1.955318,4.226583,23659776.755298
6185417096973469475,16931092769743058723,2499986166,1,49644999.601885,2.014302,1000000,50000000,50000000,1,51146222.559646,1.955179,3.971888,25176941.232452
6185417096973469475,16931092769743058723,2499986166,1,49681695.938236,2.012814,1000000,50000000,50000000,1,51284442.358813,1.949909,3.965024,25220526.604998
6185417096973469475,16931092769743058723,2499986166,1,50242756.505480,1.990337,1000000,50000000,50000000,1,51276293.692713,1.950219,3.942683,25363439.681471
